uid,vcf_file,mu,recomb_map,output_dir,inference_start,inference_end
CEU_0_CHB_20_YRI_20__chr14_20430758_105464069_sim_seed4.mutated__86230758_91230758,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069_sim_seed4.mutated.no_multiallelics.filtered.vcf.gz,1.29e-08,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_125_YRI_125/chr14_20430758_105464069_sim_seed4.hapmap,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/inferred_args/singer/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069,86230758,91230758
CEU_0_CHB_20_YRI_20__chr14_20430758_105464069_sim_seed5.mutated__86230758_91230758,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069_sim_seed5.mutated.no_multiallelics.filtered.vcf.gz,1.29e-08,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_125_YRI_125/chr14_20430758_105464069_sim_seed5.hapmap,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/inferred_args/singer/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069,86230758,91230758
CEU_0_CHB_20_YRI_20__chr14_20430758_105464069_sim_seed6.mutated__86230758_91230758,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069_sim_seed6.mutated.no_multiallelics.filtered.vcf.gz,1.29e-08,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_125_YRI_125/chr14_20430758_105464069_sim_seed6.hapmap,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/inferred_args/singer/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069,86230758,91230758
CEU_0_CHB_20_YRI_20__chr14_20430758_105464069_sim_seed666.mutated__86230758_91230758,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069_sim_seed666.mutated.no_multiallelics.filtered.vcf.gz,1.29e-08,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_125_YRI_125/chr14_20430758_105464069_sim_seed666.hapmap,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/inferred_args/singer/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069,86230758,91230758
CEU_0_CHB_20_YRI_20__chr14_20430758_105464069_sim_seed7.mutated__86230758_91230758,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069_sim_seed7.mutated.no_multiallelics.filtered.vcf.gz,1.29e-08,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_125_YRI_125/chr14_20430758_105464069_sim_seed7.hapmap,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/inferred_args/singer/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069,86230758,91230758
CEU_0_CHB_20_YRI_20__chr14_20430758_105464069_sim_seed8.mutated__86230758_91230758,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069_sim_seed8.mutated.no_multiallelics.filtered.vcf.gz,1.29e-08,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_125_YRI_125/chr14_20430758_105464069_sim_seed8.hapmap,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/inferred_args/singer/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069,86230758,91230758
CEU_0_CHB_20_YRI_20__chr14_20430758_105464069_sim_seed9.mutated__86230758_91230758,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069_sim_seed9.mutated.no_multiallelics.filtered.vcf.gz,1.29e-08,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_125_YRI_125/chr14_20430758_105464069_sim_seed9.hapmap,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/inferred_args/singer/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069,86230758,91230758
CEU_0_CHB_20_YRI_20__chr14_20430758_105464069_sim_seed1.mutated__90930758_95930758,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069_sim_seed1.mutated.no_multiallelics.filtered.vcf.gz,1.29e-08,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_125_YRI_125/chr14_20430758_105464069_sim_seed1.hapmap,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/inferred_args/singer/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069,90930758,95930758
CEU_0_CHB_20_YRI_20__chr14_20430758_105464069_sim_seed2.mutated__90930758_95930758,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069_sim_seed2.mutated.no_multiallelics.filtered.vcf.gz,1.29e-08,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_125_YRI_125/chr14_20430758_105464069_sim_seed2.hapmap,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/inferred_args/singer/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069,90930758,95930758
CEU_0_CHB_20_YRI_20__chr14_20430758_105464069_sim_seed3.mutated__90930758_95930758,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069_sim_seed3.mutated.no_multiallelics.filtered.vcf.gz,1.29e-08,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/HomSap_OutOfAfrica_3G09/CEU_0_CHB_125_YRI_125/chr14_20430758_105464069_sim_seed3.hapmap,/gpfs/home/shkhalid/SiepelVeeramahSharedDrive/argsortium-outputs/2026_05_11_simulation_sets/inferred_args/singer/CEU_0_CHB_20_YRI_20/chr14_20430758_105464069,90930758,95930758
